Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"26.12.2025 00:01"
Zeitbezug:;MEZ
Messstellen-Name:;München
Messstellen-Nr.:;16005701
Gewässer:;Isar
Ostwert:;693161;Nordwert:;5335716;"ETRS89 / UTM Zone 32N"
Pegelnullpunktshöhe:;"500,33 m NHN (DHHN2016)"

Datum;"Wasserstand [cm]";Prüfstatus
"2025-12-07 03:30";101,00;Rohdaten
"2025-12-07 03:45";101,00;Rohdaten
"2025-12-07 04:00";101,00;Rohdaten
"2025-12-07 04:15";101,00;Rohdaten
"2025-12-07 04:30";100,00;Rohdaten
"2025-12-07 04:45";100,00;Rohdaten
"2025-12-07 05:00";100,00;Rohdaten
"2025-12-07 05:15";100,00;Rohdaten
"2025-12-07 05:30";100,00;Rohdaten
"2025-12-07 05:45";101,00;Rohdaten
"2025-12-07 06:00";100,00;Rohdaten
"2025-12-07 06:15";100,00;Rohdaten
"2025-12-07 06:30";100,00;Rohdaten
"2025-12-07 06:45";99,00;Rohdaten
"2025-12-07 07:00";99,00;Rohdaten
"2025-12-07 07:15";99,00;Rohdaten
"2025-12-07 07:30";99,00;Rohdaten
"2025-12-07 07:45";99,00;Rohdaten
"2025-12-07 08:00";99,00;Rohdaten
"2025-12-07 08:15";99,00;Rohdaten
"2025-12-07 08:30";99,00;Rohdaten
"2025-12-07 08:45";99,00;Rohdaten
"2025-12-07 09:00";98,00;Rohdaten
"2025-12-07 09:15";98,00;Rohdaten
"2025-12-07 09:30";97,00;Rohdaten
"2025-12-07 09:45";98,00;Rohdaten
"2025-12-07 10:00";98,00;Rohdaten
"2025-12-07 10:15";99,00;Rohdaten
"2025-12-07 10:30";99,00;Rohdaten
"2025-12-07 10:45";99,00;Rohdaten
"2025-12-07 11:00";99,00;Rohdaten
"2025-12-07 11:15";99,00;Rohdaten
"2025-12-07 11:30";99,00;Rohdaten
"2025-12-07 11:45";99,00;Rohdaten
"2025-12-07 12:00";98,00;Rohdaten
"2025-12-07 12:15";98,00;Rohdaten
"2025-12-07 12:30";97,00;Rohdaten
"2025-12-07 12:45";97,00;Rohdaten
"2025-12-07 13:00";97,00;Rohdaten
"2025-12-07 13:15";97,00;Rohdaten
"2025-12-07 13:30";97,00;Rohdaten
"2025-12-07 13:45";97,00;Rohdaten
"2025-12-07 14:00";97,00;Rohdaten
"2025-12-07 14:15";97,00;Rohdaten
"2025-12-07 14:30";97,00;Rohdaten
"2025-12-07 14:45";98,00;Rohdaten
"2025-12-07 15:00";97,00;Rohdaten
"2025-12-07 15:15";97,00;Rohdaten
"2025-12-07 15:30";98,00;Rohdaten
"2025-12-07 15:45";98,00;Rohdaten
"2025-12-07 16:00";98,00;Rohdaten
"2025-12-07 16:15";98,00;Rohdaten
"2025-12-07 16:30";98,00;Rohdaten
"2025-12-07 16:45";97,00;Rohdaten
"2025-12-07 17:00";96,00;Rohdaten
"2025-12-07 17:15";96,00;Rohdaten
"2025-12-07 17:30";97,00;Rohdaten
"2025-12-07 17:45";97,00;Rohdaten
"2025-12-07 18:00";97,00;Rohdaten
"2025-12-07 18:15";97,00;Rohdaten
"2025-12-07 18:30";98,00;Rohdaten
"2025-12-07 18:45";97,00;Rohdaten
"2025-12-07 19:00";97,00;Rohdaten
"2025-12-07 19:15";97,00;Rohdaten
"2025-12-07 19:30";97,00;Rohdaten
"2025-12-07 19:45";97,00;Rohdaten
"2025-12-07 20:00";97,00;Rohdaten
"2025-12-07 20:15";97,00;Rohdaten
"2025-12-07 20:30";98,00;Rohdaten
"2025-12-07 20:45";98,00;Rohdaten
"2025-12-07 21:00";97,00;Rohdaten
"2025-12-07 21:15";98,00;Rohdaten
"2025-12-07 21:30";99,00;Rohdaten
"2025-12-07 21:45";98,00;Rohdaten
"2025-12-07 22:00";98,00;Rohdaten
"2025-12-07 22:15";99,00;Rohdaten
"2025-12-07 22:30";99,00;Rohdaten
"2025-12-07 22:45";99,00;Rohdaten
"2025-12-07 23:00";99,00;Rohdaten
"2025-12-07 23:15";100,00;Rohdaten
"2025-12-07 23:30";100,00;Rohdaten
"2025-12-07 23:45";100,00;Rohdaten
"2025-12-08 00:00";100,00;Rohdaten
"2025-12-08 00:15";100,00;Rohdaten
"2025-12-08 00:30";100,00;Rohdaten
"2025-12-08 00:45";100,00;Rohdaten
"2025-12-08 01:00";101,00;Rohdaten
"2025-12-08 01:15";101,00;Rohdaten
"2025-12-08 01:30";101,00;Rohdaten
"2025-12-08 01:45";102,00;Rohdaten
"2025-12-08 02:00";102,00;Rohdaten
"2025-12-08 02:15";102,00;Rohdaten
"2025-12-08 02:30";103,00;Rohdaten
"2025-12-08 02:45";104,00;Rohdaten
"2025-12-08 03:00";103,00;Rohdaten
"2025-12-08 03:15";104,00;Rohdaten
"2025-12-08 03:30";104,00;Rohdaten
"2025-12-08 03:45";104,00;Rohdaten
"2025-12-08 04:00";104,00;Rohdaten
"2025-12-08 04:15";105,00;Rohdaten
"2025-12-08 04:30";105,00;Rohdaten
"2025-12-08 04:45";103,00;Rohdaten
"2025-12-08 05:00";103,00;Rohdaten
"2025-12-08 05:15";108,00;Rohdaten
"2025-12-08 05:30";109,00;Rohdaten
"2025-12-08 05:45";108,00;Rohdaten
"2025-12-08 06:00";110,00;Rohdaten
"2025-12-08 06:15";114,00;Rohdaten
"2025-12-08 06:30";115,00;Rohdaten
"2025-12-08 06:45";115,00;Rohdaten
"2025-12-08 07:00";118,00;Rohdaten
"2025-12-08 07:15";119,00;Rohdaten
"2025-12-08 07:30";119,00;Rohdaten
"2025-12-08 07:45";119,00;Rohdaten
"2025-12-08 08:00";119,00;Rohdaten
"2025-12-08 08:15";118,00;Rohdaten
"2025-12-08 08:30";117,00;Rohdaten
"2025-12-08 08:45";117,00;Rohdaten
"2025-12-08 09:00";118,00;Rohdaten
"2025-12-08 09:15";120,00;Rohdaten
"2025-12-08 09:30";121,00;Rohdaten
"2025-12-08 09:45";122,00;Rohdaten
"2025-12-08 10:00";127,00;Rohdaten
"2025-12-08 10:15";132,00;Rohdaten
"2025-12-08 10:30";134,00;Rohdaten
"2025-12-08 10:45";135,00;Rohdaten
"2025-12-08 11:00";136,00;Rohdaten
"2025-12-08 11:15";138,00;Rohdaten
"2025-12-08 11:30";139,00;Rohdaten
"2025-12-08 11:45";137,00;Rohdaten
"2025-12-08 12:00";137,00;Rohdaten
"2025-12-08 12:15";142,00;Rohdaten
"2025-12-08 12:30";143,00;Rohdaten
"2025-12-08 12:45";143,00;Rohdaten
"2025-12-08 13:00";144,00;Rohdaten
"2025-12-08 13:15";144,00;Rohdaten
"2025-12-08 13:30";147,00;Rohdaten
"2025-12-08 13:45";149,00;Rohdaten
"2025-12-08 14:00";151,00;Rohdaten
"2025-12-08 14:15";154,00;Rohdaten
"2025-12-08 14:30";156,00;Rohdaten
"2025-12-08 14:45";157,00;Rohdaten
"2025-12-08 15:00";157,00;Rohdaten
"2025-12-08 15:15";158,00;Rohdaten
"2025-12-08 15:30";157,00;Rohdaten
"2025-12-08 15:45";156,00;Rohdaten
"2025-12-08 16:00";154,00;Rohdaten
"2025-12-08 16:15";154,00;Rohdaten
"2025-12-08 16:30";155,00;Rohdaten
"2025-12-08 16:45";156,00;Rohdaten
"2025-12-08 17:00";156,00;Rohdaten
"2025-12-08 17:15";156,00;Rohdaten
"2025-12-08 17:30";155,00;Rohdaten
"2025-12-08 17:45";154,00;Rohdaten
"2025-12-08 18:00";155,00;Rohdaten
"2025-12-08 18:15";157,00;Rohdaten
"2025-12-08 18:30";156,00;Rohdaten
"2025-12-08 18:45";154,00;Rohdaten
"2025-12-08 19:00";153,00;Rohdaten
"2025-12-08 19:15";151,00;Rohdaten
"2025-12-08 19:30";152,00;Rohdaten
"2025-12-08 19:45";153,00;Rohdaten
"2025-12-08 20:00";154,00;Rohdaten
"2025-12-08 20:15";153,00;Rohdaten
"2025-12-08 20:30";153,00;Rohdaten
"2025-12-08 20:45";153,00;Rohdaten
"2025-12-08 21:00";152,00;Rohdaten
"2025-12-08 21:15";153,00;Rohdaten
"2025-12-08 21:30";153,00;Rohdaten
"2025-12-08 21:45";153,00;Rohdaten
"2025-12-08 22:00";152,00;Rohdaten
"2025-12-08 22:15";149,00;Rohdaten
"2025-12-08 22:30";149,00;Rohdaten
"2025-12-08 22:45";150,00;Rohdaten
"2025-12-08 23:00";150,00;Rohdaten
"2025-12-08 23:15";149,00;Rohdaten
"2025-12-08 23:30";149,00;Rohdaten
"2025-12-08 23:45";149,00;Rohdaten
"2025-12-09 00:00";148,00;Rohdaten
"2025-12-09 00:15";150,00;Rohdaten
"2025-12-09 00:30";150,00;Rohdaten
"2025-12-09 00:45";150,00;Rohdaten
"2025-12-09 01:00";149,00;Rohdaten
"2025-12-09 01:15";147,00;Rohdaten
"2025-12-09 01:30";145,00;Rohdaten
"2025-12-09 01:45";147,00;Rohdaten
"2025-12-09 02:00";147,00;Rohdaten
"2025-12-09 02:15";147,00;Rohdaten
"2025-12-09 02:30";146,00;Rohdaten
"2025-12-09 02:45";146,00;Rohdaten
"2025-12-09 03:00";145,00;Rohdaten
"2025-12-09 03:15";146,00;Rohdaten
"2025-12-09 03:30";147,00;Rohdaten
"2025-12-09 03:45";147,00;Rohdaten
"2025-12-09 04:00";147,00;Rohdaten
"2025-12-09 04:15";147,00;Rohdaten
"2025-12-09 04:30";146,00;Rohdaten
"2025-12-09 04:45";144,00;Rohdaten
"2025-12-09 05:00";142,00;Rohdaten
"2025-12-09 05:15";142,00;Rohdaten
"2025-12-09 05:30";143,00;Rohdaten
"2025-12-09 05:45";144,00;Rohdaten
"2025-12-09 06:00";143,00;Rohdaten
"2025-12-09 06:15";145,00;Rohdaten
"2025-12-09 06:30";143,00;Rohdaten
"2025-12-09 06:45";142,00;Rohdaten
"2025-12-09 07:00";142,00;Rohdaten
"2025-12-09 07:15";142,00;Rohdaten
"2025-12-09 07:30";143,00;Rohdaten
"2025-12-09 07:45";143,00;Rohdaten
"2025-12-09 08:00";142,00;Rohdaten
"2025-12-09 08:15";142,00;Rohdaten
"2025-12-09 08:30";141,00;Rohdaten
"2025-12-09 08:45";141,00;Rohdaten
"2025-12-09 09:00";140,00;Rohdaten
"2025-12-09 09:15";141,00;Rohdaten
"2025-12-09 09:30";142,00;Rohdaten
"2025-12-09 09:45";141,00;Rohdaten
"2025-12-09 10:00";140,00;Rohdaten
"2025-12-09 10:15";139,00;Rohdaten
"2025-12-09 10:30";138,00;Rohdaten
"2025-12-09 10:45";138,00;Rohdaten
"2025-12-09 11:00";139,00;Rohdaten
"2025-12-09 11:15";139,00;Rohdaten
"2025-12-09 11:30";139,00;Rohdaten
"2025-12-09 11:45";139,00;Rohdaten
"2025-12-09 12:00";137,00;Rohdaten
"2025-12-09 12:15";137,00;Rohdaten
"2025-12-09 12:30";137,00;Rohdaten
"2025-12-09 12:45";137,00;Rohdaten
"2025-12-09 13:00";138,00;Rohdaten
"2025-12-09 13:15";139,00;Rohdaten
"2025-12-09 13:30";135,00;Rohdaten
"2025-12-09 13:45";133,00;Rohdaten
"2025-12-09 14:00";134,00;Rohdaten
"2025-12-09 14:15";136,00;Rohdaten
"2025-12-09 14:30";136,00;Rohdaten
"2025-12-09 14:45";135,00;Rohdaten
"2025-12-09 15:00";132,00;Rohdaten
"2025-12-09 15:15";130,00;Rohdaten
"2025-12-09 15:30";129,00;Rohdaten
"2025-12-09 15:45";131,00;Rohdaten
"2025-12-09 16:00";133,00;Rohdaten
"2025-12-09 16:15";133,00;Rohdaten
"2025-12-09 16:30";133,00;Rohdaten
"2025-12-09 16:45";133,00;Rohdaten
"2025-12-09 17:00";133,00;Rohdaten
"2025-12-09 17:15";132,00;Rohdaten
"2025-12-09 17:30";131,00;Rohdaten
"2025-12-09 17:45";132,00;Rohdaten
"2025-12-09 18:00";131,00;Rohdaten
"2025-12-09 18:15";131,00;Rohdaten
"2025-12-09 18:30";131,00;Rohdaten
"2025-12-09 18:45";132,00;Rohdaten
"2025-12-09 19:00";132,00;Rohdaten
"2025-12-09 19:15";133,00;Rohdaten
"2025-12-09 19:30";134,00;Rohdaten
"2025-12-09 19:45";135,00;Rohdaten
"2025-12-09 20:00";133,00;Rohdaten
"2025-12-09 20:15";131,00;Rohdaten
"2025-12-09 20:30";131,00;Rohdaten
"2025-12-09 20:45";131,00;Rohdaten
"2025-12-09 21:00";131,00;Rohdaten
"2025-12-09 21:15";132,00;Rohdaten
"2025-12-09 21:30";131,00;Rohdaten
"2025-12-09 21:45";128,00;Rohdaten
"2025-12-09 22:00";129,00;Rohdaten
"2025-12-09 22:15";132,00;Rohdaten
"2025-12-09 22:30";131,00;Rohdaten
"2025-12-09 22:45";129,00;Rohdaten
"2025-12-09 23:00";128,00;Rohdaten
"2025-12-09 23:15";128,00;Rohdaten
"2025-12-09 23:30";129,00;Rohdaten
"2025-12-09 23:45";129,00;Rohdaten
"2025-12-10 00:00";129,00;Rohdaten
"2025-12-10 00:15";130,00;Rohdaten
"2025-12-10 00:30";129,00;Rohdaten
"2025-12-10 00:45";128,00;Rohdaten
"2025-12-10 01:00";127,00;Rohdaten
"2025-12-10 01:15";127,00;Rohdaten
"2025-12-10 01:30";127,00;Rohdaten
"2025-12-10 01:45";128,00;Rohdaten
"2025-12-10 02:00";129,00;Rohdaten
"2025-12-10 02:15";128,00;Rohdaten
"2025-12-10 02:30";128,00;Rohdaten
"2025-12-10 02:45";128,00;Rohdaten
"2025-12-10 03:00";127,00;Rohdaten
"2025-12-10 03:15";127,00;Rohdaten
"2025-12-10 03:30";127,00;Rohdaten
"2025-12-10 03:45";127,00;Rohdaten
"2025-12-10 04:00";127,00;Rohdaten
"2025-12-10 04:15";127,00;Rohdaten
"2025-12-10 04:30";127,00;Rohdaten
"2025-12-10 04:45";128,00;Rohdaten
"2025-12-10 05:00";127,00;Rohdaten
"2025-12-10 05:15";126,00;Rohdaten
"2025-12-10 05:30";127,00;Rohdaten
"2025-12-10 05:45";127,00;Rohdaten
"2025-12-10 06:00";126,00;Rohdaten
"2025-12-10 06:15";125,00;Rohdaten
"2025-12-10 06:30";125,00;Rohdaten
"2025-12-10 06:45";125,00;Rohdaten
"2025-12-10 07:00";125,00;Rohdaten
"2025-12-10 07:15";125,00;Rohdaten
"2025-12-10 07:30";125,00;Rohdaten
"2025-12-10 07:45";126,00;Rohdaten
"2025-12-10 08:00";126,00;Rohdaten
"2025-12-10 08:15";126,00;Rohdaten
"2025-12-10 08:30";125,00;Rohdaten
"2025-12-10 08:45";125,00;Rohdaten
"2025-12-10 09:00";124,00;Rohdaten
"2025-12-10 09:15";124,00;Rohdaten
"2025-12-10 09:30";124,00;Rohdaten
"2025-12-10 09:45";123,00;Rohdaten
"2025-12-10 10:00";123,00;Rohdaten
"2025-12-10 10:15";124,00;Rohdaten
"2025-12-10 10:30";123,00;Rohdaten
"2025-12-10 10:45";123,00;Rohdaten
"2025-12-10 11:00";124,00;Rohdaten
"2025-12-10 11:15";123,00;Rohdaten
"2025-12-10 11:30";122,00;Rohdaten
"2025-12-10 11:45";121,00;Rohdaten
"2025-12-10 12:00";121,00;Rohdaten
"2025-12-10 12:15";121,00;Rohdaten
"2025-12-10 12:30";121,00;Rohdaten
"2025-12-10 12:45";121,00;Rohdaten
"2025-12-10 13:00";121,00;Rohdaten
"2025-12-10 13:15";121,00;Rohdaten
"2025-12-10 13:30";121,00;Rohdaten
"2025-12-10 13:45";120,00;Rohdaten
"2025-12-10 14:00";120,00;Rohdaten
"2025-12-10 14:15";119,00;Rohdaten
"2025-12-10 14:30";119,00;Rohdaten
"2025-12-10 14:45";120,00;Rohdaten
"2025-12-10 15:00";120,00;Rohdaten
"2025-12-10 15:15";120,00;Rohdaten
"2025-12-10 15:30";119,00;Rohdaten
"2025-12-10 15:45";119,00;Rohdaten
"2025-12-10 16:00";119,00;Rohdaten
"2025-12-10 16:15";118,00;Rohdaten
"2025-12-10 16:30";116,00;Rohdaten
"2025-12-10 16:45";113,00;Rohdaten
"2025-12-10 17:00";107,00;Rohdaten
"2025-12-10 17:15";103,00;Rohdaten
"2025-12-10 17:30";101,00;Rohdaten
"2025-12-10 17:45";106,00;Rohdaten
"2025-12-10 18:00";117,00;Rohdaten
"2025-12-10 18:15";120,00;Rohdaten
"2025-12-10 18:30";120,00;Rohdaten
"2025-12-10 18:45";120,00;Rohdaten
"2025-12-10 19:00";119,00;Rohdaten
"2025-12-10 19:15";116,00;Rohdaten
"2025-12-10 19:30";116,00;Rohdaten
"2025-12-10 19:45";116,00;Rohdaten
"2025-12-10 20:00";116,00;Rohdaten
"2025-12-10 20:15";116,00;Rohdaten
"2025-12-10 20:30";116,00;Rohdaten
"2025-12-10 20:45";116,00;Rohdaten
"2025-12-10 21:00";115,00;Rohdaten
"2025-12-10 21:15";114,00;Rohdaten
"2025-12-10 21:30";114,00;Rohdaten
"2025-12-10 21:45";114,00;Rohdaten
"2025-12-10 22:00";115,00;Rohdaten
"2025-12-10 22:15";115,00;Rohdaten
"2025-12-10 22:30";116,00;Rohdaten
"2025-12-10 22:45";115,00;Rohdaten
"2025-12-10 23:00";115,00;Rohdaten
"2025-12-10 23:15";115,00;Rohdaten
"2025-12-10 23:30";115,00;Rohdaten
"2025-12-10 23:45";115,00;Rohdaten
"2025-12-11 00:00";114,00;Rohdaten
"2025-12-11 00:15";113,00;Rohdaten
"2025-12-11 00:30";113,00;Rohdaten
"2025-12-11 00:45";113,00;Rohdaten
"2025-12-11 01:00";114,00;Rohdaten
"2025-12-11 01:15";114,00;Rohdaten
"2025-12-11 01:30";113,00;Rohdaten
"2025-12-11 01:45";113,00;Rohdaten
"2025-12-11 02:00";114,00;Rohdaten
"2025-12-11 02:15";114,00;Rohdaten
"2025-12-11 02:30";115,00;Rohdaten
"2025-12-11 02:45";115,00;Rohdaten
"2025-12-11 03:00";115,00;Rohdaten
"2025-12-11 03:15";114,00;Rohdaten
"2025-12-11 03:30";113,00;Rohdaten
"2025-12-11 03:45";113,00;Rohdaten
"2025-12-11 04:00";113,00;Rohdaten
"2025-12-11 04:15";114,00;Rohdaten
"2025-12-11 04:30";114,00;Rohdaten
"2025-12-11 04:45";114,00;Rohdaten
"2025-12-11 05:00";114,00;Rohdaten
"2025-12-11 05:15";114,00;Rohdaten
"2025-12-11 05:30";114,00;Rohdaten
"2025-12-11 05:45";114,00;Rohdaten
"2025-12-11 06:00";114,00;Rohdaten
"2025-12-11 06:15";113,00;Rohdaten
"2025-12-11 06:30";113,00;Rohdaten
"2025-12-11 06:45";113,00;Rohdaten
"2025-12-11 07:00";113,00;Rohdaten
"2025-12-11 07:15";114,00;Rohdaten
"2025-12-11 07:30";114,00;Rohdaten
"2025-12-11 07:45";114,00;Rohdaten
"2025-12-11 08:00";114,00;Rohdaten
"2025-12-11 08:15";114,00;Rohdaten
"2025-12-11 08:30";114,00;Rohdaten
"2025-12-11 08:45";114,00;Rohdaten
"2025-12-11 09:00";113,00;Rohdaten
"2025-12-11 09:15";113,00;Rohdaten
"2025-12-11 09:30";114,00;Rohdaten
"2025-12-11 09:45";114,00;Rohdaten
"2025-12-11 10:00";114,00;Rohdaten
"2025-12-11 10:15";115,00;Rohdaten
"2025-12-11 10:30";115,00;Rohdaten
"2025-12-11 10:45";115,00;Rohdaten
"2025-12-11 11:00";115,00;Rohdaten
"2025-12-11 11:15";115,00;Rohdaten
"2025-12-11 11:30";114,00;Rohdaten
"2025-12-11 11:45";114,00;Rohdaten
"2025-12-11 12:00";112,00;Rohdaten
"2025-12-11 12:15";113,00;Rohdaten
"2025-12-11 12:30";114,00;Rohdaten
"2025-12-11 12:45";115,00;Rohdaten
"2025-12-11 13:00";115,00;Rohdaten
"2025-12-11 13:15";115,00;Rohdaten
"2025-12-11 13:30";115,00;Rohdaten
"2025-12-11 13:45";115,00;Rohdaten
"2025-12-11 14:00";114,00;Rohdaten
"2025-12-11 14:15";114,00;Rohdaten
"2025-12-11 14:30";114,00;Rohdaten
"2025-12-11 14:45";114,00;Rohdaten
"2025-12-11 15:00";114,00;Rohdaten
"2025-12-11 15:15";114,00;Rohdaten
"2025-12-11 15:30";114,00;Rohdaten
"2025-12-11 15:45";114,00;Rohdaten
"2025-12-11 16:00";114,00;Rohdaten
"2025-12-11 16:15";114,00;Rohdaten
"2025-12-11 16:30";114,00;Rohdaten
"2025-12-11 16:45";115,00;Rohdaten
"2025-12-11 17:00";115,00;Rohdaten
"2025-12-11 17:15";115,00;Rohdaten
"2025-12-11 17:30";115,00;Rohdaten
"2025-12-11 17:45";116,00;Rohdaten
"2025-12-11 18:00";116,00;Rohdaten
"2025-12-11 18:15";115,00;Rohdaten
"2025-12-11 18:30";115,00;Rohdaten
"2025-12-11 18:45";115,00;Rohdaten
"2025-12-11 19:00";114,00;Rohdaten
"2025-12-11 19:15";114,00;Rohdaten
"2025-12-11 19:30";114,00;Rohdaten
"2025-12-11 19:45";114,00;Rohdaten
"2025-12-11 20:00";115,00;Rohdaten
"2025-12-11 20:15";116,00;Rohdaten
"2025-12-11 20:30";116,00;Rohdaten
"2025-12-11 20:45";116,00;Rohdaten
"2025-12-11 21:00";115,00;Rohdaten
"2025-12-11 21:15";114,00;Rohdaten
"2025-12-11 21:30";113,00;Rohdaten
"2025-12-11 21:45";113,00;Rohdaten
"2025-12-11 22:00";114,00;Rohdaten
"2025-12-11 22:15";115,00;Rohdaten
"2025-12-11 22:30";115,00;Rohdaten
"2025-12-11 22:45";115,00;Rohdaten
"2025-12-11 23:00";114,00;Rohdaten
"2025-12-11 23:15";112,00;Rohdaten
"2025-12-11 23:30";112,00;Rohdaten
"2025-12-11 23:45";113,00;Rohdaten
"2025-12-12 00:00";113,00;Rohdaten
"2025-12-12 00:15";114,00;Rohdaten
"2025-12-12 00:30";115,00;Rohdaten
"2025-12-12 00:45";115,00;Rohdaten
"2025-12-12 01:00";113,00;Rohdaten
"2025-12-12 01:15";112,00;Rohdaten
"2025-12-12 01:30";111,00;Rohdaten
"2025-12-12 01:45";111,00;Rohdaten
"2025-12-12 02:00";112,00;Rohdaten
"2025-12-12 02:15";113,00;Rohdaten
"2025-12-12 02:30";113,00;Rohdaten
"2025-12-12 02:45";114,00;Rohdaten
"2025-12-12 03:00";113,00;Rohdaten
"2025-12-12 03:15";113,00;Rohdaten
"2025-12-12 03:30";113,00;Rohdaten
"2025-12-12 03:45";113,00;Rohdaten
"2025-12-12 04:00";113,00;Rohdaten
"2025-12-12 04:15";113,00;Rohdaten
"2025-12-12 04:30";113,00;Rohdaten
"2025-12-12 04:45";113,00;Rohdaten
"2025-12-12 05:00";112,00;Rohdaten
"2025-12-12 05:15";112,00;Rohdaten
"2025-12-12 05:30";111,00;Rohdaten
"2025-12-12 05:45";110,00;Rohdaten
"2025-12-12 06:00";111,00;Rohdaten
"2025-12-12 06:15";113,00;Rohdaten
"2025-12-12 06:30";114,00;Rohdaten
"2025-12-12 06:45";113,00;Rohdaten
"2025-12-12 07:00";110,00;Rohdaten
"2025-12-12 07:15";109,00;Rohdaten
"2025-12-12 07:30";109,00;Rohdaten
"2025-12-12 07:45";109,00;Rohdaten
"2025-12-12 08:00";109,00;Rohdaten
"2025-12-12 08:15";109,00;Rohdaten
"2025-12-12 08:30";109,00;Rohdaten
"2025-12-12 08:45";109,00;Rohdaten
"2025-12-12 09:00";108,00;Rohdaten
"2025-12-12 09:15";108,00;Rohdaten
"2025-12-12 09:30";109,00;Rohdaten
"2025-12-12 09:45";108,00;Rohdaten
"2025-12-12 10:00";107,00;Rohdaten
"2025-12-12 10:15";105,00;Rohdaten
"2025-12-12 10:30";105,00;Rohdaten
"2025-12-12 10:45";105,00;Rohdaten
"2025-12-12 11:00";105,00;Rohdaten
"2025-12-12 11:15";105,00;Rohdaten
"2025-12-12 11:30";105,00;Rohdaten
"2025-12-12 11:45";105,00;Rohdaten
"2025-12-12 12:00";105,00;Rohdaten
"2025-12-12 12:15";105,00;Rohdaten
"2025-12-12 12:30";104,00;Rohdaten
"2025-12-12 12:45";104,00;Rohdaten
"2025-12-12 13:00";104,00;Rohdaten
"2025-12-12 13:15";104,00;Rohdaten
"2025-12-12 13:30";104,00;Rohdaten
"2025-12-12 13:45";105,00;Rohdaten
"2025-12-12 14:00";104,00;Rohdaten
"2025-12-12 14:15";104,00;Rohdaten
"2025-12-12 14:30";104,00;Rohdaten
"2025-12-12 14:45";104,00;Rohdaten
"2025-12-12 15:00";104,00;Rohdaten
"2025-12-12 15:15";104,00;Rohdaten
"2025-12-12 15:30";104,00;Rohdaten
"2025-12-12 15:45";103,00;Rohdaten
"2025-12-12 16:00";103,00;Rohdaten
"2025-12-12 16:15";104,00;Rohdaten
"2025-12-12 16:30";104,00;Rohdaten
"2025-12-12 16:45";104,00;Rohdaten
"2025-12-12 17:00";104,00;Rohdaten
"2025-12-12 17:15";104,00;Rohdaten
"2025-12-12 17:30";104,00;Rohdaten
"2025-12-12 17:45";105,00;Rohdaten
"2025-12-12 18:00";104,00;Rohdaten
"2025-12-12 18:15";104,00;Rohdaten
"2025-12-12 18:30";104,00;Rohdaten
"2025-12-12 18:45";104,00;Rohdaten
"2025-12-12 19:00";105,00;Rohdaten
"2025-12-12 19:15";105,00;Rohdaten
"2025-12-12 19:30";106,00;Rohdaten
"2025-12-12 19:45";106,00;Rohdaten
"2025-12-12 20:00";106,00;Rohdaten
"2025-12-12 20:15";106,00;Rohdaten
"2025-12-12 20:30";106,00;Rohdaten
"2025-12-12 20:45";107,00;Rohdaten
"2025-12-12 21:00";106,00;Rohdaten
"2025-12-12 21:15";106,00;Rohdaten
"2025-12-12 21:30";106,00;Rohdaten
"2025-12-12 21:45";106,00;Rohdaten
"2025-12-12 22:00";105,00;Rohdaten
"2025-12-12 22:15";104,00;Rohdaten
"2025-12-12 22:30";104,00;Rohdaten
"2025-12-12 22:45";105,00;Rohdaten
"2025-12-12 23:00";104,00;Rohdaten
"2025-12-12 23:15";104,00;Rohdaten
"2025-12-12 23:30";104,00;Rohdaten
"2025-12-12 23:45";104,00;Rohdaten
"2025-12-13 00:00";104,00;Rohdaten
"2025-12-13 00:15";104,00;Rohdaten
"2025-12-13 00:30";104,00;Rohdaten
"2025-12-13 00:45";104,00;Rohdaten
"2025-12-13 01:00";104,00;Rohdaten
"2025-12-13 01:15";105,00;Rohdaten
"2025-12-13 01:30";106,00;Rohdaten
"2025-12-13 01:45";106,00;Rohdaten
"2025-12-13 02:00";105,00;Rohdaten
"2025-12-13 02:15";106,00;Rohdaten
"2025-12-13 02:30";106,00;Rohdaten
"2025-12-13 02:45";107,00;Rohdaten
"2025-12-13 03:00";107,00;Rohdaten
"2025-12-13 03:15";107,00;Rohdaten
"2025-12-13 03:30";108,00;Rohdaten
"2025-12-13 03:45";109,00;Rohdaten
"2025-12-13 04:00";109,00;Rohdaten
"2025-12-13 04:15";108,00;Rohdaten
"2025-12-13 04:30";109,00;Rohdaten
"2025-12-13 04:45";109,00;Rohdaten
"2025-12-13 05:00";109,00;Rohdaten
"2025-12-13 05:15";108,00;Rohdaten
"2025-12-13 05:30";108,00;Rohdaten
"2025-12-13 05:45";107,00;Rohdaten
"2025-12-13 06:00";106,00;Rohdaten
"2025-12-13 06:15";108,00;Rohdaten
"2025-12-13 06:30";109,00;Rohdaten
"2025-12-13 06:45";109,00;Rohdaten
"2025-12-13 07:00";109,00;Rohdaten
"2025-12-13 07:15";109,00;Rohdaten
"2025-12-13 07:30";108,00;Rohdaten
"2025-12-13 07:45";108,00;Rohdaten
"2025-12-13 08:00";108,00;Rohdaten
"2025-12-13 08:15";107,00;Rohdaten
"2025-12-13 08:30";107,00;Rohdaten
"2025-12-13 08:45";107,00;Rohdaten
"2025-12-13 09:00";108,00;Rohdaten
